Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,105.1,650.4,9/23/2020
Anza-Borrego Springs,18.2,348.4,9/23/2020
Carlsbad,812.9,642.7,9/23/2020
Central Region,10155.0,1971.3,9/23/2020
Central San Diego,3331.9,1579.9,9/23/2020
Chula Vista,3055.3,2462.7,9/23/2020
City of Carlsbad,701.7,608.9,9/23/2020
City of Chula Vista,5740.8,2114.9,9/23/2020
City of Coronado,177.0,731.4,9/23/2020
City of Del Mar,24.4,551.7,9/23/2020
City of El Cajon,1835.6,1735.6,9/23/2020
City of Encinitas,365.9,577.5,9/23/2020
City of Escondido,2008.4,1314.8,9/23/2020
City of Imperial Beach,572.0,2083.9,9/23/2020
City of La Mesa,661.4,1088.0,9/23/2020
City of Lemon Grove,462.0,1698.0,9/23/2020
City of National City,1594.9,2563.2,9/23/2020
City of Oceanside,1825.8,1025.9,9/23/2020
City of Poway,292.3,580.9,9/23/2020
City of San Diego,19732.8,1389.2,9/23/2020
City of San Marcos,1032.1,1051.1,9/23/2020
City of Santee,449.9,770.5,9/23/2020
City of Solana Beach,58.3,418.4,9/23/2020
City of Vista,1125.8,1104.1,9/23/2020
Coastal,846.3,973.0,9/23/2020
Coronado,177.0,731.4,9/23/2020
Del Mar-Mira Mesa,1010.6,591.0,9/23/2020
East Region,6813.0,1394.0,9/23/2020
El Cajon,2247.8,1698.6,9/23/2020
Elliott-Navajo,692.7,723.3,9/23/2020
Escondido,2225.5,1269.6,9/23/2020
Fallbrook,530.7,1070.5,9/23/2020
Harbison Crest,222.9,1471.3,9/23/2020
Harbison Crest-El Cajon,2470.7,1675.2,9/23/2020
Jamul,323.9,1709.0,9/23/2020
Kearny Mesa,1549.7,906.2,9/23/2020
La Mesa,685.3,1089.0,9/23/2020
Laguna-Pine Valley,21.4,374.8,9/23/2020
Lakeside,644.2,1070.6,9/23/2020
Lemon Grove,549.8,1774.5,9/23/2020
Mid-City,3513.2,2082.4,9/23/2020
Miramar,54.5,742.1,9/23/2020
Mountain Empire,106.4,1293.0,9/23/2020
National City,1589.5,2575.1,9/23/2020
North Central Region,4966.0,742.3,9/23/2020
North Coastal Region,4555.0,812.5,9/23/2020
North County,10292.0,874.9,9/23/2020
North Inland Region,5737.0,931.7,9/23/2020
North San Diego,630.6,517.2,9/23/2020
Oceanside,1781.4,1051.1,9/23/2020
Palomar-Julian,38.2,488.0,9/23/2020
Pauma,136.5,1617.9,9/23/2020
Pendleton,99.0,239.8,9/23/2020
Peninsula,547.1,771.6,9/23/2020
Poway,517.5,571.5,9/23/2020
Ramona,322.0,898.3,9/23/2020
San Diego County,45596.0,1360.4,9/23/2020
San Dieguito,573.5,564.1,9/23/2020
San Marcos,1126.0,1089.6,9/23/2020
Santee,436.8,787.0,9/23/2020
South Bay,4618.0,3498.9,9/23/2020
South Region,12441.0,2475.6,9/23/2020
Southeastern San Diego,3469.1,2419.2,9/23/2020
Spring Valley,1535.7,1814.6,9/23/2020
Supervisorial District 1,15415.7,2452.6,9/23/2020
Supervisorial District 2,8539.3,1297.6,9/23/2020
Supervisorial District 3,4950.3,734.4,9/23/2020
Supervisorial District 4,9535.3,1337.4,9/23/2020
Supervisorial District 5,6226.3,918.3,9/23/2020
Sweetwater,2798.0,1827.6,9/23/2020
Unincorporated,6005.7,1164.7,9/23/2020
University,282.3,389.1,9/23/2020
Valley Center,224.1,965.6,9/23/2020
Vista,1216.4,1134.0,9/23/2020
