Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,23.8,148.1,6/29/2020
Anza-Borrego Springs,11.4,222.8,6/29/2020
Carlsbad,196.5,156.7,6/29/2020
Central Region,3162.0,610.7,6/29/2020
Central San Diego,1044.5,499.4,6/29/2020
Chula Vista,1086.8,882.9,6/29/2020
City of Carlsbad,170.0,148.3,6/29/2020
City of Chula Vista,1969.1,736.1,6/29/2020
City of Coronado,46.0,212.1,6/29/2020
City of Del Mar,10.7,246.6,6/29/2020
City of El Cajon,637.0,603.5,6/29/2020
City of Encinitas,117.6,186.2,6/29/2020
City of Escondido,523.7,345.8,6/29/2020
City of Imperial Beach,202.0,717.3,6/29/2020
City of La Mesa,204.0,333.1,6/29/2020
City of Lemon Grove,153.0,570.2,6/29/2020
City of National City,645.4,1036.7,6/29/2020
City of Oceanside,413.7,233.2,6/29/2020
City of Poway,82.8,165.0,6/29/2020
City of San Diego,6315.6,444.8,6/29/2020
City of San Marcos,236.5,246.9,6/29/2020
City of Santee,121.1,212.4,6/29/2020
City of Solana Beach,22.3,159.9,6/29/2020
City of Vista,296.8,287.1,6/29/2020
Coastal,243.2,283.0,6/29/2020
Coronado,46.0,212.1,6/29/2020
Del Mar-Mira Mesa,332.0,194.3,6/29/2020
East Region,2164.0,445.7,6/29/2020
El Cajon,767.1,583.7,6/29/2020
Elliott-Navajo,197.4,208.7,6/29/2020
Escondido,577.1,333.0,6/29/2020
Fallbrook,109.3,225.0,6/29/2020
Harbison Crest,73.9,487.6,6/29/2020
Harbison Crest-El Cajon,840.9,573.8,6/29/2020
Jamul,110.5,564.1,6/29/2020
Kearny Mesa,462.1,270.6,6/29/2020
La Mesa,211.4,333.8,6/29/2020
Laguna-Pine Valley,,,6/29/2020
Lakeside,189.1,317.4,6/29/2020
Lemon Grove,184.5,599.2,6/29/2020
Mid-City,908.9,531.2,6/29/2020
Miramar,16.3,237.7,6/29/2020
Mountain Empire,36.8,448.3,6/29/2020
National City,644.0,1043.1,6/29/2020
North Central Region,1474.0,221.5,6/29/2020
North Coastal Region,1141.0,202.9,6/29/2020
North County,2604.0,222.6,6/29/2020
North Inland Region,1463.0,240.8,6/29/2020
North San Diego,211.4,174.8,6/29/2020
Oceanside,406.9,240.2,6/29/2020
Palomar-Julian,6.5,84.2,6/29/2020
Pauma,15.8,193.6,6/29/2020
Pendleton,,,6/29/2020
Peninsula,168.4,240.8,6/29/2020
Poway,140.7,155.9,6/29/2020
Ramona,70.6,200.8,6/29/2020
San Diego County,14149.0,423.9,6/29/2020
San Dieguito,185.7,182.7,6/29/2020
San Marcos,263.9,261.3,6/29/2020
Santee,118.9,218.9,6/29/2020
South Bay,1697.4,1261.5,6/29/2020
South Region,4466.0,895.2,6/29/2020
Southeastern San Diego,1254.1,861.5,6/29/2020
Spring Valley,474.9,565.2,6/29/2020
Supervisorial District 1,5549.5,883.8,6/29/2020
Supervisorial District 2,2556.3,390.5,6/29/2020
Supervisorial District 3,1458.9,217.9,6/29/2020
Supervisorial District 4,2859.8,402.6,6/29/2020
Supervisorial District 5,1445.5,214.1,6/29/2020
Sweetwater,921.8,615.1,6/29/2020
Unincorporated,1702.7,331.8,6/29/2020
University,86.8,119.7,6/29/2020
Valley Center,52.4,230.0,6/29/2020
Vista,312.0,288.6,6/29/2020
