Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,161.4,999.4,11/10/2020
Anza-Borrego Springs,23.0,439.6,11/10/2020
Carlsbad,1146.4,906.4,11/10/2020
Central Region,12933.0,2510.6,11/10/2020
Central San Diego,4422.8,2097.1,11/10/2020
Chula Vista,4096.3,3301.9,11/10/2020
City of Carlsbad,974.6,845.6,11/10/2020
City of Chula Vista,7742.4,2852.3,11/10/2020
City of Coronado,232.0,958.7,11/10/2020
City of Del Mar,36.0,813.4,11/10/2020
City of El Cajon,2575.4,2435.1,11/10/2020
City of Encinitas,558.4,881.2,11/10/2020
City of Escondido,2751.8,1801.5,11/10/2020
City of Imperial Beach,756.0,2754.3,11/10/2020
City of La Mesa,848.2,1395.3,11/10/2020
City of Lemon Grove,603.0,2216.3,11/10/2020
City of National City,2033.0,3267.3,11/10/2020
City of Oceanside,2600.8,1461.3,11/10/2020
City of Poway,417.0,828.7,11/10/2020
City of San Diego,26194.5,1844.0,11/10/2020
City of San Marcos,1410.9,1436.8,11/10/2020
City of Santee,672.0,1150.9,11/10/2020
City of Solana Beach,98.9,709.1,11/10/2020
City of Vista,1636.0,1604.6,11/10/2020
Coastal,1283.0,1475.1,11/10/2020
Coronado,232.0,958.7,11/10/2020
Del Mar-Mira Mesa,1399.7,818.6,11/10/2020
East Region,9419.0,1927.2,11/10/2020
El Cajon,3157.4,2386.0,11/10/2020
Elliott-Navajo,988.8,1032.5,11/10/2020
Escondido,3058.0,1744.6,11/10/2020
Fallbrook,701.9,1415.8,11/10/2020
Harbison Crest,313.6,2070.0,11/10/2020
Harbison Crest-El Cajon,3471.0,2353.6,11/10/2020
Jamul,443.3,2339.1,11/10/2020
Kearny Mesa,2198.3,1285.5,11/10/2020
La Mesa,879.6,1397.8,11/10/2020
Laguna-Pine Valley,34.1,596.8,11/10/2020
Lakeside,906.0,1505.7,11/10/2020
Lemon Grove,715.6,2309.6,11/10/2020
Mid-City,4351.3,2579.1,11/10/2020
Miramar,70.3,958.3,11/10/2020
Mountain Empire,197.9,2405.0,11/10/2020
National City,2024.6,3280.0,11/10/2020
North Central Region,7101.0,1061.5,11/10/2020
North Coastal Region,6540.0,1166.5,11/10/2020
North County,14445.0,1227.9,11/10/2020
North Inland Region,7905.0,1283.8,11/10/2020
North San Diego,862.7,707.5,11/10/2020
Oceanside,2532.0,1494.0,11/10/2020
Palomar-Julian,59.8,764.2,11/10/2020
Pauma,163.8,1941.2,11/10/2020
Pendleton,118.0,285.8,11/10/2020
Peninsula,790.0,1114.0,11/10/2020
Poway,719.4,794.5,11/10/2020
Ramona,506.1,1411.9,11/10/2020
San Diego County,61714.0,1841.2,11/10/2020
San Dieguito,871.3,857.0,11/10/2020
San Marcos,1539.5,1489.7,11/10/2020
Santee,649.7,1170.6,11/10/2020
South Bay,6120.4,4637.3,11/10/2020
South Region,16562.0,3295.7,11/10/2020
Southeastern San Diego,4388.3,3060.2,11/10/2020
Spring Valley,2048.5,2420.6,11/10/2020
Supervisorial District 1,20279.9,3226.5,11/10/2020
Supervisorial District 2,11773.2,1789.0,11/10/2020
Supervisorial District 3,6895.1,1022.9,11/10/2020
Supervisorial District 4,12817.5,1797.7,11/10/2020
Supervisorial District 5,8694.3,1282.2,11/10/2020
Sweetwater,3801.7,2483.2,11/10/2020
Unincorporated,8319.1,1613.3,11/10/2020
University,411.6,567.3,11/10/2020
Valley Center,314.6,1355.7,11/10/2020
Vista,1757.1,1638.1,11/10/2020
