Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,147.1,910.6,11/6/2020
Anza-Borrego Springs,23.0,439.4,11/6/2020
Carlsbad,1097.8,868.0,11/6/2020
Central Region,12616.0,2449.0,11/6/2020
Central San Diego,4312.8,2045.0,11/6/2020
Chula Vista,3988.9,3215.3,11/6/2020
City of Carlsbad,938.0,813.8,11/6/2020
City of Chula Vista,7524.0,2771.8,11/6/2020
City of Coronado,229.0,946.3,11/6/2020
City of Del Mar,34.7,785.1,11/6/2020
City of El Cajon,2448.7,2315.3,11/6/2020
City of Encinitas,532.2,839.8,11/6/2020
City of Escondido,2671.9,1749.2,11/6/2020
City of Imperial Beach,731.0,2663.2,11/6/2020
City of La Mesa,821.1,1350.7,11/6/2020
City of Lemon Grove,581.0,2135.4,11/6/2020
City of National City,1990.9,3199.6,11/6/2020
City of Oceanside,2506.7,1408.4,11/6/2020
City of Poway,404.0,803.0,11/6/2020
City of San Diego,25413.2,1789.0,11/6/2020
City of San Marcos,1357.4,1382.3,11/6/2020
City of Santee,650.8,1114.7,11/6/2020
City of Solana Beach,93.6,671.3,11/6/2020
City of Vista,1563.1,1533.0,11/6/2020
Coastal,1219.3,1401.8,11/6/2020
Coronado,229.0,946.3,11/6/2020
Del Mar-Mira Mesa,1335.7,781.1,11/6/2020
East Region,9039.0,1849.4,11/6/2020
El Cajon,3005.5,2271.2,11/6/2020
Elliott-Navajo,952.9,995.0,11/6/2020
Escondido,2967.2,1692.8,11/6/2020
Fallbrook,672.3,1356.1,11/6/2020
Harbison Crest,300.2,1981.3,11/6/2020
Harbison Crest-El Cajon,3305.7,2241.4,11/6/2020
Jamul,427.3,2254.2,11/6/2020
Kearny Mesa,2112.1,1235.1,11/6/2020
La Mesa,851.2,1352.7,11/6/2020
Laguna-Pine Valley,32.4,566.0,11/6/2020
Lakeside,874.3,1452.9,11/6/2020
Lemon Grove,689.9,2226.5,11/6/2020
Mid-City,4252.8,2520.7,11/6/2020
Miramar,66.8,910.6,11/6/2020
Mountain Empire,181.8,2209.5,11/6/2020
National City,1982.9,3212.5,11/6/2020
North Central Region,6809.0,1017.8,11/6/2020
North Coastal Region,6282.0,1120.5,11/6/2020
North County,13892.0,1180.9,11/6/2020
North Inland Region,7610.0,1235.9,11/6/2020
North San Diego,827.9,679.0,11/6/2020
Oceanside,2443.7,1441.9,11/6/2020
Palomar-Julian,56.8,725.6,11/6/2020
Pauma,161.1,1909.2,11/6/2020
Pendleton,117.0,283.4,11/6/2020
Peninsula,768.6,1083.9,11/6/2020
Poway,694.6,767.1,11/6/2020
Ramona,467.0,1302.8,11/6/2020
San Diego County,59656.0,1779.8,11/6/2020
San Dieguito,832.1,818.4,11/6/2020
San Marcos,1482.5,1434.5,11/6/2020
Santee,628.9,1133.1,11/6/2020
South Bay,5953.8,4511.0,11/6/2020
South Region,16118.0,3207.3,11/6/2020
Southeastern San Diego,4272.7,2979.5,11/6/2020
Spring Valley,1986.0,2346.7,11/6/2020
Supervisorial District 1,19761.1,3143.9,11/6/2020
Supervisorial District 2,11311.1,1718.7,11/6/2020
Supervisorial District 3,6633.7,984.1,11/6/2020
Supervisorial District 4,12410.5,1740.6,11/6/2020
Supervisorial District 5,8357.6,1232.6,11/6/2020
Sweetwater,3685.5,2407.3,11/6/2020
Unincorporated,7982.9,1548.1,11/6/2020
University,392.6,541.1,11/6/2020
Valley Center,298.9,1288.0,11/6/2020
Vista,1681.3,1567.5,11/6/2020
