Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,72.3,447.6,8/3/2020
Anza-Borrego Springs,16.5,315.8,8/3/2020
Carlsbad,557.1,440.5,8/3/2020
Central Region,6522.0,1266.1,8/3/2020
Central San Diego,2157.5,1023.0,8/3/2020
Chula Vista,2073.1,1671.0,8/3/2020
City of Carlsbad,502.7,436.2,8/3/2020
City of Chula Vista,3920.0,1444.1,8/3/2020
City of Coronado,142.0,586.8,8/3/2020
City of Del Mar,18.2,410.2,8/3/2020
City of El Cajon,1330.1,1257.6,8/3/2020
City of Encinitas,250.4,395.1,8/3/2020
City of Escondido,1195.5,782.6,8/3/2020
City of Imperial Beach,397.0,1446.4,8/3/2020
City of La Mesa,486.8,800.7,8/3/2020
City of Lemon Grove,329.0,1209.2,8/3/2020
City of National City,1186.2,1906.3,8/3/2020
City of Oceanside,1023.7,575.2,8/3/2020
City of Poway,186.6,370.8,8/3/2020
City of San Diego,13221.5,930.8,8/3/2020
City of San Marcos,595.2,606.1,8/3/2020
City of Santee,295.0,505.3,8/3/2020
City of Solana Beach,44.0,315.4,8/3/2020
City of Vista,705.9,692.3,8/3/2020
Coastal,625.8,719.5,8/3/2020
Coronado,142.0,586.8,8/3/2020
Del Mar-Mira Mesa,710.6,415.6,8/3/2020
East Region,4844.0,991.1,8/3/2020
El Cajon,1622.9,1226.4,8/3/2020
Elliott-Navajo,460.2,480.6,8/3/2020
Escondido,1320.9,753.6,8/3/2020
Fallbrook,319.7,644.8,8/3/2020
Harbison Crest,156.2,1031.2,8/3/2020
Harbison Crest-El Cajon,1779.2,1206.4,8/3/2020
Jamul,224.5,1184.5,8/3/2020
Kearny Mesa,1133.5,662.8,8/3/2020
La Mesa,501.6,797.1,8/3/2020
Laguna-Pine Valley,17.4,304.8,8/3/2020
Lakeside,425.9,707.9,8/3/2020
Lemon Grove,393.4,1269.6,8/3/2020
Mid-City,1940.3,1150.1,8/3/2020
Miramar,38.8,528.6,8/3/2020
Mountain Empire,69.5,844.1,8/3/2020
National City,1182.9,1916.4,8/3/2020
North Central Region,3533.0,528.1,8/3/2020
North Coastal Region,2844.0,507.3,8/3/2020
North County,6319.0,537.1,8/3/2020
North Inland Region,3475.0,564.3,8/3/2020
North San Diego,428.0,351.0,8/3/2020
Oceanside,1006.9,594.1,8/3/2020
Palomar-Julian,17.2,219.3,8/3/2020
Pauma,89.7,1063.4,8/3/2020
Pendleton,62.0,150.2,8/3/2020
Peninsula,390.6,550.8,8/3/2020
Poway,327.0,361.1,8/3/2020
Ramona,175.8,490.4,8/3/2020
San Diego County,30516.0,910.4,8/3/2020
San Dieguito,397.4,390.9,8/3/2020
San Marcos,655.4,634.1,8/3/2020
Santee,286.9,516.9,8/3/2020
South Bay,3197.3,2422.6,8/3/2020
South Region,8653.0,1721.9,8/3/2020
Southeastern San Diego,2527.8,1762.8,8/3/2020
Spring Valley,1111.4,1313.3,8/3/2020
Supervisorial District 1,10833.4,1723.6,8/3/2020
Supervisorial District 2,5743.8,872.8,8/3/2020
Supervisorial District 3,3229.3,479.1,8/3/2020
Supervisorial District 4,6273.6,879.9,8/3/2020
Supervisorial District 5,3790.9,559.1,8/3/2020
Sweetwater,1930.3,1260.8,8/3/2020
Unincorporated,4041.5,783.8,8/3/2020
University,198.4,273.4,8/3/2020
Valley Center,141.9,611.7,8/3/2020
Vista,764.3,712.5,8/3/2020
