Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,115.0,711.6,10/3/2020
Anza-Borrego Springs,18.7,357.5,10/3/2020
Carlsbad,857.4,677.9,10/3/2020
Central Region,10709.0,2078.9,10/3/2020
Central San Diego,3520.0,1669.1,10/3/2020
Chula Vista,3277.1,2641.5,10/3/2020
City of Carlsbad,734.6,637.3,10/3/2020
City of Chula Vista,6170.9,2273.3,10/3/2020
City of Coronado,187.0,772.8,10/3/2020
City of Del Mar,25.7,580.0,10/3/2020
City of El Cajon,1930.2,1825.0,10/3/2020
City of Encinitas,394.7,622.9,10/3/2020
City of Escondido,2118.7,1387.0,10/3/2020
City of Imperial Beach,613.0,2233.3,10/3/2020
City of La Mesa,694.7,1142.8,10/3/2020
City of Lemon Grove,488.0,1793.6,10/3/2020
City of National City,1662.5,2671.8,10/3/2020
City of Oceanside,1965.0,1104.1,10/3/2020
City of Poway,322.2,640.4,10/3/2020
City of San Diego,20952.4,1475.0,10/3/2020
City of San Marcos,1087.4,1107.4,10/3/2020
City of Santee,516.0,883.8,10/3/2020
City of Solana Beach,60.6,434.7,10/3/2020
City of Vista,1200.0,1177.0,10/3/2020
Coastal,955.6,1098.6,10/3/2020
Coronado,187.0,772.8,10/3/2020
Del Mar-Mira Mesa,1062.2,621.2,10/3/2020
East Region,7225.0,1478.3,10/3/2020
El Cajon,2364.1,1786.5,10/3/2020
Elliott-Navajo,736.6,769.1,10/3/2020
Escondido,2348.5,1339.8,10/3/2020
Fallbrook,558.7,1126.9,10/3/2020
Harbison Crest,235.7,1555.6,10/3/2020
Harbison Crest-El Cajon,2599.7,1762.8,10/3/2020
Jamul,342.7,1808.3,10/3/2020
Kearny Mesa,1662.8,972.4,10/3/2020
La Mesa,719.7,1143.6,10/3/2020
Laguna-Pine Valley,22.2,388.2,10/3/2020
Lakeside,690.4,1147.4,10/3/2020
Lemon Grove,580.4,1873.1,10/3/2020
Mid-City,3717.5,2203.4,10/3/2020
Miramar,56.8,774.6,10/3/2020
Mountain Empire,117.6,1428.9,10/3/2020
National City,1656.5,2683.8,10/3/2020
North Central Region,5359.0,801.1,10/3/2020
North Coastal Region,4858.0,866.5,10/3/2020
North County,10943.0,930.2,10/3/2020
North Inland Region,6085.0,988.2,10/3/2020
North San Diego,663.3,544.0,10/3/2020
Oceanside,1914.3,1129.5,10/3/2020
Palomar-Julian,45.5,581.4,10/3/2020
Pauma,141.3,1673.7,10/3/2020
Pendleton,96.0,232.5,10/3/2020
Peninsula,598.0,843.3,10/3/2020
Poway,552.8,610.5,10/3/2020
Ramona,356.4,994.3,10/3/2020
San Diego County,48436.0,1445.1,10/3/2020
San Dieguito,614.7,604.6,10/3/2020
San Marcos,1187.0,1148.6,10/3/2020
Santee,498.6,898.3,10/3/2020
South Bay,4903.0,3714.9,10/3/2020
South Region,13256.0,2637.8,10/3/2020
Southeastern San Diego,3643.8,2541.0,10/3/2020
Spring Valley,1610.7,1903.3,10/3/2020
Supervisorial District 1,16373.3,2605.0,10/3/2020
Supervisorial District 2,9087.7,1380.9,10/3/2020
Supervisorial District 3,5220.5,774.5,10/3/2020
Supervisorial District 4,10197.1,1430.2,10/3/2020
Supervisorial District 5,6613.4,975.4,10/3/2020
Sweetwater,3012.6,1967.8,10/3/2020
Unincorporated,6368.4,1235.0,10/3/2020
University,310.1,427.4,10/3/2020
Valley Center,242.8,1046.4,10/3/2020
Vista,1298.2,1210.3,10/3/2020
