Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,126.2,781.2,10/24/2020
Anza-Borrego Springs,21.8,416.2,10/24/2020
Carlsbad,986.5,780.0,10/24/2020
Central Region,11703.0,2271.8,10/24/2020
Central San Diego,3888.6,1843.9,10/24/2020
Chula Vista,3712.7,2992.7,10/24/2020
City of Carlsbad,844.5,732.7,10/24/2020
City of Chula Vista,7002.2,2579.6,10/24/2020
City of Coronado,215.0,888.5,10/24/2020
City of Del Mar,31.0,700.2,10/24/2020
City of El Cajon,2157.1,2039.6,10/24/2020
City of Encinitas,474.3,748.5,10/24/2020
City of Escondido,2421.2,1585.1,10/24/2020
City of Imperial Beach,684.0,2492.0,10/24/2020
City of La Mesa,758.0,1246.9,10/24/2020
City of Lemon Grove,522.0,1918.6,10/24/2020
City of National City,1872.4,3009.2,10/24/2020
City of Oceanside,2214.3,1244.2,10/24/2020
City of Poway,378.1,751.4,10/24/2020
City of San Diego,23416.9,1648.5,10/24/2020
City of San Marcos,1220.8,1243.2,10/24/2020
City of Santee,591.4,1013.0,10/24/2020
City of Solana Beach,74.8,536.3,10/24/2020
City of Vista,1401.7,1374.8,10/24/2020
Coastal,1105.2,1270.6,10/24/2020
Coronado,215.0,888.5,10/24/2020
Del Mar-Mira Mesa,1213.7,709.8,10/24/2020
East Region,8137.0,1664.9,10/24/2020
El Cajon,2653.5,2005.2,10/24/2020
Elliott-Navajo,871.3,909.8,10/24/2020
Escondido,2682.7,1530.5,10/24/2020
Fallbrook,615.4,1241.3,10/24/2020
Harbison Crest,269.0,1775.7,10/24/2020
Harbison Crest-El Cajon,2922.6,1981.7,10/24/2020
Jamul,394.2,2079.8,10/24/2020
Kearny Mesa,1918.1,1121.6,10/24/2020
La Mesa,785.8,1248.7,10/24/2020
Laguna-Pine Valley,24.5,429.2,10/24/2020
Lakeside,787.8,1309.2,10/24/2020
Lemon Grove,624.1,2014.3,10/24/2020
Mid-City,4016.6,2380.7,10/24/2020
Miramar,62.2,847.9,10/24/2020
Mountain Empire,150.1,1824.0,10/24/2020
National City,1865.4,3022.1,10/24/2020
North Central Region,6185.0,924.6,10/24/2020
North Coastal Region,5592.0,997.4,10/24/2020
North County,12482.0,1061.0,10/24/2020
North Inland Region,6890.0,1118.9,10/24/2020
North San Diego,746.5,612.2,10/24/2020
Oceanside,2159.7,1274.3,10/24/2020
Palomar-Julian,53.3,681.3,10/24/2020
Pauma,149.8,1774.5,10/24/2020
Pendleton,109.0,264.0,10/24/2020
Peninsula,692.6,976.7,10/24/2020
Poway,635.9,702.3,10/24/2020
Ramona,414.8,1157.1,10/24/2020
San Diego County,54583.0,1628.5,10/24/2020
San Dieguito,734.3,722.3,10/24/2020
San Marcos,1336.3,1293.0,10/24/2020
Santee,570.7,1028.3,10/24/2020
South Bay,5531.2,4190.9,10/24/2020
South Region,15005.0,2985.8,10/24/2020
Southeastern San Diego,4001.4,2790.3,10/24/2020
Spring Valley,1829.3,2161.6,10/24/2020
Supervisorial District 1,18429.1,2932.0,10/24/2020
Supervisorial District 2,10253.7,1558.1,10/24/2020
Supervisorial District 3,5983.6,887.6,10/24/2020
Supervisorial District 4,11354.1,1592.5,10/24/2020
Supervisorial District 5,7491.6,1104.9,10/24/2020
Sweetwater,3426.9,2238.4,10/24/2020
Unincorporated,7232.3,1402.6,10/24/2020
University,358.7,494.4,10/24/2020
Valley Center,266.2,1147.4,10/24/2020
Vista,1504.9,1402.9,10/24/2020
