Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,103.2,638.9,9/19/2020
Anza-Borrego Springs,18.2,348.4,9/19/2020
Carlsbad,800.4,632.9,9/19/2020
Central Region,9913.0,1924.3,9/19/2020
Central San Diego,3238.7,1535.7,9/19/2020
Chula Vista,2984.9,2406.0,9/19/2020
City of Carlsbad,689.5,598.2,9/19/2020
City of Chula Vista,5590.8,2059.6,9/19/2020
City of Coronado,176.0,727.3,9/19/2020
City of Del Mar,23.8,537.6,9/19/2020
City of El Cajon,1811.0,1712.3,9/19/2020
City of Encinitas,355.7,561.4,9/19/2020
City of Escondido,1951.6,1277.6,9/19/2020
City of Imperial Beach,561.0,2043.9,9/19/2020
City of La Mesa,645.7,1062.2,9/19/2020
City of Lemon Grove,453.0,1665.0,9/19/2020
City of National City,1572.5,2527.2,9/19/2020
City of Oceanside,1785.8,1003.4,9/19/2020
City of Poway,286.3,569.0,9/19/2020
City of San Diego,19248.8,1355.1,9/19/2020
City of San Marcos,1009.7,1028.3,9/19/2020
City of Santee,439.8,753.3,9/19/2020
City of Solana Beach,59.2,424.6,9/19/2020
City of Vista,1106.6,1085.3,9/19/2020
Coastal,817.3,939.7,9/19/2020
Coronado,176.0,727.3,9/19/2020
Del Mar-Mira Mesa,979.7,572.9,9/19/2020
East Region,6685.0,1367.8,9/19/2020
El Cajon,2216.2,1674.7,9/19/2020
Elliott-Navajo,677.9,707.9,9/19/2020
Escondido,2164.7,1235.0,9/19/2020
Fallbrook,521.4,1051.8,9/19/2020
Harbison Crest,219.4,1447.9,9/19/2020
Harbison Crest-El Cajon,2435.5,1651.4,9/19/2020
Jamul,315.9,1666.9,9/19/2020
Kearny Mesa,1500.8,877.7,9/19/2020
La Mesa,669.0,1063.0,9/19/2020
Laguna-Pine Valley,21.3,373.2,9/19/2020
Lakeside,628.5,1044.5,9/19/2020
Lemon Grove,539.0,1739.7,9/19/2020
Mid-City,3415.6,2024.5,9/19/2020
Miramar,52.7,717.7,9/19/2020
Mountain Empire,105.4,1280.9,9/19/2020
National City,1567.3,2539.1,9/19/2020
North Central Region,4818.0,720.2,9/19/2020
North Coastal Region,4466.0,796.6,9/19/2020
North County,10069.0,855.9,9/19/2020
North Inland Region,5603.0,909.9,9/19/2020
North San Diego,618.8,507.4,9/19/2020
Oceanside,1741.1,1027.3,9/19/2020
Palomar-Julian,38.2,487.9,9/19/2020
Pauma,135.2,1602.3,9/19/2020
Pendleton,98.0,237.4,9/19/2020
Peninsula,534.3,753.5,9/19/2020
Poway,505.0,557.7,9/19/2020
Ramona,316.0,881.5,9/19/2020
San Diego County,44577.0,1329.9,9/19/2020
San Dieguito,560.8,551.6,9/19/2020
San Marcos,1100.8,1065.2,9/19/2020
Santee,427.0,769.3,9/19/2020
South Bay,4529.3,3431.8,9/19/2020
South Region,12172.0,2422.1,9/19/2020
Southeastern San Diego,3413.2,2380.2,9/19/2020
Spring Valley,1503.3,1776.4,9/19/2020
Supervisorial District 1,15109.0,2403.8,9/19/2020
Supervisorial District 2,8361.0,1270.5,9/19/2020
Supervisorial District 3,4818.3,714.8,9/19/2020
Supervisorial District 4,9264.2,1299.3,9/19/2020
Supervisorial District 5,6104.5,900.3,9/19/2020
Sweetwater,2718.3,1775.6,9/19/2020
Unincorporated,5890.3,1142.3,9/19/2020
University,271.5,374.2,9/19/2020
Valley Center,216.9,934.7,9/19/2020
Vista,1195.7,1114.7,9/19/2020
