Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,375.5,2324.8,12/6/2020
Anza-Borrego Springs,38.8,742.5,12/6/2020
Carlsbad,1770.4,1399.7,12/6/2020
Central Region,18210.0,3535.0,12/6/2020
Central San Diego,6129.2,2906.2,12/6/2020
Chula Vista,5963.6,4807.0,12/6/2020
City of Carlsbad,1490.3,1293.1,12/6/2020
City of Chula Vista,11462.6,4222.8,12/6/2020
City of Coronado,348.0,1438.1,12/6/2020
City of Del Mar,51.3,1160.0,12/6/2020
City of El Cajon,4182.5,3954.6,12/6/2020
City of Encinitas,870.3,1373.4,12/6/2020
City of Escondido,4256.3,2786.4,12/6/2020
City of Imperial Beach,1101.0,4011.2,12/6/2020
City of La Mesa,1305.7,2147.9,12/6/2020
City of Lemon Grove,935.0,3436.5,12/6/2020
City of National City,2779.2,4466.6,12/6/2020
City of Oceanside,3951.9,2220.5,12/6/2020
City of Poway,711.3,1413.6,12/6/2020
City of San Diego,37893.1,2667.6,12/6/2020
City of San Marcos,2145.4,2184.8,12/6/2020
City of Santee,1156.4,1980.7,12/6/2020
City of Solana Beach,155.2,1113.2,12/6/2020
City of Vista,2757.8,2704.8,12/6/2020
Coastal,1792.3,2060.6,12/6/2020
Coronado,348.0,1438.1,12/6/2020
Del Mar-Mira Mesa,2125.7,1243.2,12/6/2020
East Region,15130.0,3095.7,12/6/2020
El Cajon,5142.5,3886.1,12/6/2020
Elliott-Navajo,1553.7,1622.4,12/6/2020
Escondido,4747.6,2708.5,12/6/2020
Fallbrook,1030.8,2079.3,12/6/2020
Harbison Crest,517.4,3414.8,12/6/2020
Harbison Crest-El Cajon,5659.8,3837.7,12/6/2020
Jamul,706.2,3725.8,12/6/2020
Kearny Mesa,3353.0,1960.8,12/6/2020
La Mesa,1354.3,2152.1,12/6/2020
Laguna-Pine Valley,88.4,1545.7,12/6/2020
Lakeside,1458.0,2423.0,12/6/2020
Lemon Grove,1096.1,3537.4,12/6/2020
Mid-City,6138.3,3638.3,12/6/2020
Miramar,107.5,1464.7,12/6/2020
Mountain Empire,321.6,3908.3,12/6/2020
National City,2766.4,4481.9,12/6/2020
North Central Region,10656.0,1592.9,12/6/2020
North Coastal Region,10259.0,1829.9,12/6/2020
North County,22552.0,1917.0,12/6/2020
North Inland Region,12293.0,1996.4,12/6/2020
North San Diego,1346.9,1104.6,12/6/2020
Oceanside,3859.1,2277.0,12/6/2020
Palomar-Julian,86.8,1108.5,12/6/2020
Pauma,234.6,2779.8,12/6/2020
Pendleton,162.0,392.4,12/6/2020
Peninsula,1130.4,1594.1,12/6/2020
Poway,1166.6,1288.3,12/6/2020
Ramona,830.6,2317.2,12/6/2020
San Diego County,94169.0,2809.5,12/6/2020
San Dieguito,1352.3,1330.1,12/6/2020
San Marcos,2361.4,2284.9,12/6/2020
Santee,1112.7,2004.8,12/6/2020
South Bay,8872.6,6722.6,12/6/2020
South Region,24102.0,4796.1,12/6/2020
Southeastern San Diego,6290.5,4386.7,12/6/2020
Spring Valley,3096.4,3658.9,12/6/2020
Supervisorial District 1,29361.5,4671.3,12/6/2020
Supervisorial District 2,18747.5,2848.7,12/6/2020
Supervisorial District 3,10676.9,1583.9,12/6/2020
Supervisorial District 4,18346.9,2573.2,12/6/2020
Supervisorial District 5,13517.2,1993.5,12/6/2020
Sweetwater,5710.3,3729.9,12/6/2020
Unincorporated,13096.8,2539.9,12/6/2020
University,654.4,902.0,12/6/2020
Valley Center,511.3,2203.6,12/6/2020
Vista,2946.0,2746.4,12/6/2020
