Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,110.4,683.8,9/30/2020
Anza-Borrego Springs,18.2,348.4,9/30/2020
Carlsbad,841.8,665.6,9/30/2020
Central Region,10556.0,2049.1,9/30/2020
Central San Diego,3468.5,1644.7,9/30/2020
Chula Vista,3208.1,2585.9,9/30/2020
City of Carlsbad,720.3,624.9,9/30/2020
City of Chula Vista,6030.2,2221.5,9/30/2020
City of Coronado,184.0,760.4,9/30/2020
City of Del Mar,25.4,572.9,9/30/2020
City of El Cajon,1890.2,1787.2,9/30/2020
City of Encinitas,385.5,608.3,9/30/2020
City of Escondido,2087.1,1366.4,9/30/2020
City of Imperial Beach,601.0,2189.6,9/30/2020
City of La Mesa,682.7,1123.0,9/30/2020
City of Lemon Grove,479.0,1760.5,9/30/2020
City of National City,1644.4,2642.8,9/30/2020
City of Oceanside,1927.0,1082.7,9/30/2020
City of Poway,317.2,630.5,9/30/2020
City of San Diego,20556.3,1447.1,9/30/2020
City of San Marcos,1068.2,1087.8,9/30/2020
City of Santee,479.0,820.4,9/30/2020
City of Solana Beach,60.5,434.2,9/30/2020
City of Vista,1178.4,1155.7,9/30/2020
Coastal,924.3,1062.6,9/30/2020
Coronado,184.0,760.4,9/30/2020
Del Mar-Mira Mesa,1042.8,609.8,9/30/2020
East Region,7043.0,1441.0,9/30/2020
El Cajon,2315.7,1750.0,9/30/2020
Elliott-Navajo,727.0,759.1,9/30/2020
Escondido,2313.7,1319.9,9/30/2020
Fallbrook,553.0,1115.5,9/30/2020
Harbison Crest,231.0,1524.7,9/30/2020
Harbison Crest-El Cajon,2546.7,1726.8,9/30/2020
Jamul,336.0,1772.6,9/30/2020
Kearny Mesa,1625.4,950.5,9/30/2020
La Mesa,707.3,1124.0,9/30/2020
Laguna-Pine Valley,21.7,379.9,9/30/2020
Lakeside,668.9,1111.6,9/30/2020
Lemon Grove,569.8,1838.8,9/30/2020
Mid-City,3668.7,2174.5,9/30/2020
Miramar,55.9,761.8,9/30/2020
Mountain Empire,109.4,1329.5,9/30/2020
National City,1638.7,2654.9,9/30/2020
North Central Region,5228.0,781.5,9/30/2020
North Coastal Region,4763.0,849.6,9/30/2020
North County,10749.0,913.7,9/30/2020
North Inland Region,5986.0,972.1,9/30/2020
North San Diego,650.7,533.7,9/30/2020
Oceanside,1875.9,1106.9,9/30/2020
Palomar-Julian,41.2,526.6,9/30/2020
Pauma,140.1,1660.3,9/30/2020
Pendleton,94.0,227.7,9/30/2020
Peninsula,578.7,816.1,9/30/2020
Poway,543.1,599.7,9/30/2020
Ramona,347.5,969.4,9/30/2020
San Diego County,47485.0,1416.7,9/30/2020
San Dieguito,600.9,591.1,9/30/2020
San Marcos,1166.4,1128.6,9/30/2020
Santee,464.1,836.1,9/30/2020
South Bay,4789.1,3628.6,9/30/2020
South Region,12972.0,2581.3,9/30/2020
Southeastern San Diego,3586.0,2500.7,9/30/2020
Spring Valley,1579.7,1866.6,9/30/2020
Supervisorial District 1,16041.6,2552.2,9/30/2020
Supervisorial District 2,8873.0,1348.3,9/30/2020
Supervisorial District 3,5131.1,761.2,9/30/2020
Supervisorial District 4,10005.2,1403.3,9/30/2020
Supervisorial District 5,6497.1,958.2,9/30/2020
Sweetwater,2937.7,1918.9,9/30/2020
Unincorporated,6231.7,1208.5,9/30/2020
University,297.5,410.1,9/30/2020
Valley Center,240.2,1035.0,9/30/2020
Vista,1275.1,1188.7,9/30/2020
