Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,342.6,2121.2,12/1/2020
Anza-Borrego Springs,30.5,582.9,12/1/2020
Carlsbad,1583.2,1251.8,12/1/2020
Central Region,16785.0,3258.3,12/1/2020
Central San Diego,5647.0,2677.6,12/1/2020
Chula Vista,5421.5,4370.0,12/1/2020
City of Carlsbad,1331.8,1155.6,12/1/2020
City of Chula Vista,10416.4,3837.4,12/1/2020
City of Coronado,325.0,1343.0,12/1/2020
City of Del Mar,46.6,1053.9,12/1/2020
City of El Cajon,3782.6,3576.5,12/1/2020
City of Encinitas,781.1,1232.6,12/1/2020
City of Escondido,3732.9,2443.7,12/1/2020
City of Imperial Beach,1002.0,3650.5,12/1/2020
City of La Mesa,1188.0,1954.3,12/1/2020
City of Lemon Grove,822.0,3021.2,12/1/2020
City of National City,2556.2,4108.2,12/1/2020
City of Oceanside,3550.3,1994.8,12/1/2020
City of Poway,625.5,1243.1,12/1/2020
City of San Diego,34642.6,2438.8,12/1/2020
City of San Marcos,1903.1,1938.1,12/1/2020
City of Santee,1032.8,1769.0,12/1/2020
City of Solana Beach,136.2,976.7,12/1/2020
City of Vista,2429.9,2383.2,12/1/2020
Coastal,1661.8,1910.6,12/1/2020
Coronado,325.0,1343.0,12/1/2020
Del Mar-Mira Mesa,1916.1,1120.6,12/1/2020
East Region,13651.0,2793.1,12/1/2020
El Cajon,4644.1,3509.5,12/1/2020
Elliott-Navajo,1414.5,1477.0,12/1/2020
Escondido,4168.6,2378.2,12/1/2020
Fallbrook,930.5,1876.9,12/1/2020
Harbison Crest,466.6,3079.8,12/1/2020
Harbison Crest-El Cajon,5110.7,3465.3,12/1/2020
Jamul,643.8,3396.8,12/1/2020
Kearny Mesa,3062.9,1791.1,12/1/2020
La Mesa,1232.5,1958.5,12/1/2020
Laguna-Pine Valley,70.5,1233.1,12/1/2020
Lakeside,1309.7,2176.5,12/1/2020
Lemon Grove,970.1,3130.9,12/1/2020
Mid-City,5701.4,3379.3,12/1/2020
Miramar,96.7,1317.4,12/1/2020
Mountain Empire,295.5,3591.6,12/1/2020
National City,2544.9,4123.0,12/1/2020
North Central Region,9714.0,1452.1,12/1/2020
North Coastal Region,9168.0,1635.3,12/1/2020
North County,20052.0,1704.5,12/1/2020
North Inland Region,10884.0,1767.6,12/1/2020
North San Diego,1187.5,973.9,12/1/2020
Oceanside,3458.0,2040.4,12/1/2020
Palomar-Julian,84.0,1073.2,12/1/2020
Pauma,218.2,2585.7,12/1/2020
Pendleton,155.0,375.4,12/1/2020
Peninsula,1039.5,1465.9,12/1/2020
Poway,1038.9,1147.3,12/1/2020
Ramona,762.9,2128.5,12/1/2020
San Diego County,84638.0,2525.2,12/1/2020
San Dieguito,1212.8,1192.9,12/1/2020
San Marcos,2083.9,2016.5,12/1/2020
Santee,994.2,1791.2,12/1/2020
South Bay,8039.8,6091.6,12/1/2020
South Region,21913.0,4360.5,12/1/2020
Southeastern San Diego,5749.0,4009.1,12/1/2020
Spring Valley,2805.3,3314.9,12/1/2020
Supervisorial District 1,26733.6,4253.2,12/1/2020
Supervisorial District 2,16953.6,2576.1,12/1/2020
Supervisorial District 3,9480.5,1406.4,12/1/2020
Supervisorial District 4,16891.3,2369.1,12/1/2020
Supervisorial District 5,12056.0,1778.0,12/1/2020
Sweetwater,5187.7,3388.5,12/1/2020
Unincorporated,11809.9,2290.3,12/1/2020
University,570.9,786.9,12/1/2020
Valley Center,442.7,1907.9,12/1/2020
Vista,2604.6,2428.2,12/1/2020
