Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,129.9,803.9,10/27/2020
Anza-Borrego Springs,21.9,418.9,10/27/2020
Carlsbad,1009.9,798.5,10/27/2020
Central Region,11845.0,2299.4,10/27/2020
Central San Diego,3938.3,1867.4,10/27/2020
Chula Vista,3773.2,3041.4,10/27/2020
City of Carlsbad,864.8,750.3,10/27/2020
City of Chula Vista,7112.0,2620.0,10/27/2020
City of Coronado,216.0,892.6,10/27/2020
City of Del Mar,32.2,728.5,10/27/2020
City of El Cajon,2203.4,2083.4,10/27/2020
City of Encinitas,487.5,769.4,10/27/2020
City of Escondido,2481.3,1624.4,10/27/2020
City of Imperial Beach,696.0,2535.7,10/27/2020
City of La Mesa,772.3,1270.4,10/27/2020
City of Lemon Grove,528.0,1940.6,10/27/2020
City of National City,1895.2,3045.9,10/27/2020
City of Oceanside,2257.4,1268.4,10/27/2020
City of Poway,383.1,761.3,10/27/2020
City of San Diego,23756.0,1672.4,10/27/2020
City of San Marcos,1249.6,1272.5,10/27/2020
City of Santee,604.5,1035.3,10/27/2020
City of Solana Beach,78.0,559.8,10/27/2020
City of Vista,1431.4,1403.8,10/27/2020
Coastal,1117.4,1284.7,10/27/2020
Coronado,216.0,892.6,10/27/2020
Del Mar-Mira Mesa,1238.8,724.5,10/27/2020
East Region,8294.0,1697.0,10/27/2020
El Cajon,2710.5,2048.3,10/27/2020
Elliott-Navajo,890.8,930.2,10/27/2020
Escondido,2750.3,1569.1,10/27/2020
Fallbrook,629.3,1269.3,10/27/2020
Harbison Crest,273.9,1807.9,10/27/2020
Harbison Crest-El Cajon,2984.4,2023.6,10/27/2020
Jamul,400.3,2112.2,10/27/2020
Kearny Mesa,1955.4,1143.5,10/27/2020
La Mesa,800.5,1272.0,10/27/2020
Laguna-Pine Valley,27.4,478.8,10/27/2020
Lakeside,798.9,1327.7,10/27/2020
Lemon Grove,632.0,2039.7,10/27/2020
Mid-City,4062.1,2407.7,10/27/2020
Miramar,63.0,858.3,10/27/2020
Mountain Empire,155.5,1889.6,10/27/2020
National City,1887.9,3058.5,10/27/2020
North Central Region,6297.0,941.3,10/27/2020
North Coastal Region,5719.0,1020.1,10/27/2020
North County,12771.0,1085.6,10/27/2020
North Inland Region,7052.0,1145.2,10/27/2020
North San Diego,766.9,628.9,10/27/2020
Oceanside,2201.2,1298.8,10/27/2020
Palomar-Julian,54.3,694.1,10/27/2020
Pauma,150.8,1786.6,10/27/2020
Pendleton,115.0,278.6,10/27/2020
Peninsula,707.2,997.2,10/27/2020
Poway,648.8,716.5,10/27/2020
Ramona,425.6,1187.3,10/27/2020
San Diego County,55540.0,1657.0,10/27/2020
San Dieguito,755.8,743.4,10/27/2020
San Marcos,1367.4,1323.1,10/27/2020
Santee,583.1,1050.6,10/27/2020
South Bay,5603.2,4245.4,10/27/2020
South Region,15219.0,3028.4,10/27/2020
Southeastern San Diego,4051.7,2825.4,10/27/2020
Spring Valley,1861.6,2199.7,10/27/2020
Supervisorial District 1,18673.5,2970.9,10/27/2020
Supervisorial District 2,10442.7,1586.8,10/27/2020
Supervisorial District 3,6131.0,909.5,10/27/2020
Supervisorial District 4,11527.1,1616.7,10/27/2020
Supervisorial District 5,7651.6,1128.5,10/27/2020
Sweetwater,3480.8,2273.6,10/27/2020
Unincorporated,7377.3,1430.7,10/27/2020
University,364.4,502.3,10/27/2020
Valley Center,269.0,1159.4,10/27/2020
Vista,1535.9,1431.9,10/27/2020
