Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,97.7,605.1,9/5/2020
Anza-Borrego Springs,18.1,346.6,9/5/2020
Carlsbad,728.2,575.8,9/5/2020
Central Region,8707.0,1690.2,9/5/2020
Central San Diego,2827.9,1340.9,9/5/2020
Chula Vista,2759.7,2224.5,9/5/2020
City of Carlsbad,635.9,551.8,9/5/2020
City of Chula Vista,5153.1,1898.4,9/5/2020
City of Coronado,165.0,681.8,9/5/2020
City of Del Mar,22.9,516.3,9/5/2020
City of El Cajon,1689.7,1597.6,9/5/2020
City of Encinitas,334.2,527.5,9/5/2020
City of Escondido,1795.7,1175.6,9/5/2020
City of Imperial Beach,511.0,1861.7,9/5/2020
City of La Mesa,603.9,993.4,9/5/2020
City of Lemon Grove,424.0,1558.4,9/5/2020
City of National City,1496.6,2405.3,9/5/2020
City of Oceanside,1564.5,879.1,9/5/2020
City of Poway,249.4,495.7,9/5/2020
City of San Diego,17348.1,1221.3,9/5/2020
City of San Marcos,898.1,914.6,9/5/2020
City of Santee,406.6,696.5,9/5/2020
City of Solana Beach,57.0,408.8,9/5/2020
City of Vista,991.2,972.2,9/5/2020
Coastal,761.6,875.6,9/5/2020
Coronado,165.0,681.8,9/5/2020
Del Mar-Mira Mesa,919.9,538.0,9/5/2020
East Region,6257.0,1280.2,9/5/2020
El Cajon,2069.8,1564.1,9/5/2020
Elliott-Navajo,592.9,619.1,9/5/2020
Escondido,1985.8,1132.9,9/5/2020
Fallbrook,478.8,965.7,9/5/2020
Harbison Crest,205.8,1358.0,9/5/2020
Harbison Crest-El Cajon,2275.5,1542.9,9/5/2020
Jamul,289.2,1526.0,9/5/2020
Kearny Mesa,1409.3,824.1,9/5/2020
La Mesa,625.2,993.5,9/5/2020
Laguna-Pine Valley,20.0,349.8,9/5/2020
Lakeside,590.9,982.0,9/5/2020
Lemon Grove,505.5,1631.4,9/5/2020
Mid-City,2808.2,1664.5,9/5/2020
Miramar,49.5,674.7,9/5/2020
Mountain Empire,97.8,1188.2,9/5/2020
National City,1492.0,2417.3,9/5/2020
North Central Region,4438.0,663.4,9/5/2020
North Coastal Region,4019.0,716.9,9/5/2020
North County,9102.0,773.7,9/5/2020
North Inland Region,5083.0,825.5,9/5/2020
North San Diego,548.8,450.1,9/5/2020
Oceanside,1532.0,903.9,9/5/2020
Palomar-Julian,37.3,476.6,9/5/2020
Pauma,129.2,1530.7,9/5/2020
Pendleton,93.0,225.3,9/5/2020
Peninsula,491.0,692.5,9/5/2020
Poway,432.2,477.3,9/5/2020
Ramona,284.5,793.7,9/5/2020
San Diego County,40650.0,1212.8,9/5/2020
San Dieguito,524.8,516.2,9/5/2020
San Marcos,983.8,952.0,9/5/2020
Santee,395.2,712.0,9/5/2020
South Bay,4231.7,3206.3,9/5/2020
South Region,11324.0,2253.4,9/5/2020
Southeastern San Diego,3209.4,2238.1,9/5/2020
Spring Valley,1415.3,1672.4,9/5/2020
Supervisorial District 1,14071.4,2238.7,9/5/2020
Supervisorial District 2,7611.7,1156.6,9/5/2020
Supervisorial District 3,4424.5,656.4,9/5/2020
Supervisorial District 4,8236.0,1155.1,9/5/2020
Supervisorial District 5,5484.5,808.9,9/5/2020
Sweetwater,2499.9,1632.9,9/5/2020
Unincorporated,5481.0,1062.9,9/5/2020
University,248.5,342.5,9/5/2020
Valley Center,198.1,854.0,9/5/2020
Vista,1074.3,1001.5,9/5/2020
