Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,77.1,477.1,8/15/2020
Anza-Borrego Springs,17.0,326.2,8/15/2020
Carlsbad,628.4,496.8,8/15/2020
Central Region,7316.0,1420.2,8/15/2020
Central San Diego,2385.0,1130.9,8/15/2020
Chula Vista,2338.5,1884.9,8/15/2020
City of Carlsbad,558.6,484.7,8/15/2020
City of Chula Vista,4412.6,1625.6,8/15/2020
City of Coronado,155.0,640.5,8/15/2020
City of Del Mar,19.1,431.5,8/15/2020
City of El Cajon,1529.1,1445.7,8/15/2020
City of Encinitas,285.7,450.9,8/15/2020
City of Escondido,1438.9,942.0,8/15/2020
City of Imperial Beach,441.0,1606.7,8/15/2020
City of La Mesa,515.7,848.3,8/15/2020
City of Lemon Grove,375.0,1378.3,8/15/2020
City of National City,1313.0,2110.2,8/15/2020
City of Oceanside,1234.1,693.4,8/15/2020
City of Poway,215.5,428.2,8/15/2020
City of San Diego,14825.7,1043.7,8/15/2020
City of San Marcos,717.8,731.0,8/15/2020
City of Santee,350.3,600.0,8/15/2020
City of Solana Beach,46.2,331.2,8/15/2020
City of Vista,837.2,821.1,8/15/2020
Coastal,684.0,786.4,8/15/2020
Coronado,155.0,640.5,8/15/2020
Del Mar-Mira Mesa,801.5,468.8,8/15/2020
East Region,5482.0,1121.7,8/15/2020
El Cajon,1866.2,1410.3,8/15/2020
Elliott-Navajo,512.3,534.9,8/15/2020
Escondido,1589.4,906.8,8/15/2020
Fallbrook,387.3,781.2,8/15/2020
Harbison Crest,181.0,1194.4,8/15/2020
Harbison Crest-El Cajon,2047.2,1388.1,8/15/2020
Jamul,248.4,1310.7,8/15/2020
Kearny Mesa,1260.7,737.2,8/15/2020
La Mesa,531.6,844.8,8/15/2020
Laguna-Pine Valley,18.9,330.6,8/15/2020
Lakeside,501.0,832.5,8/15/2020
Lemon Grove,447.7,1445.0,8/15/2020
Mid-City,2206.0,1307.5,8/15/2020
Miramar,44.1,601.4,8/15/2020
Mountain Empire,79.6,967.0,8/15/2020
National City,1309.2,2121.1,8/15/2020
North Central Region,3935.0,588.2,8/15/2020
North Coastal Region,3317.0,591.6,8/15/2020
North County,7450.0,633.3,8/15/2020
North Inland Region,4133.0,671.2,8/15/2020
North San Diego,469.8,385.2,8/15/2020
Oceanside,1214.3,716.5,8/15/2020
Palomar-Julian,30.5,389.6,8/15/2020
Pauma,102.2,1210.6,8/15/2020
Pendleton,65.0,157.4,8/15/2020
Peninsula,438.5,618.3,8/15/2020
Poway,371.6,410.4,8/15/2020
Ramona,224.1,625.2,8/15/2020
San Diego County,34678.0,1034.6,8/15/2020
San Dieguito,446.0,438.6,8/15/2020
San Marcos,790.6,765.0,8/15/2020
Santee,340.3,613.2,8/15/2020
South Bay,3611.5,2736.4,8/15/2020
South Region,9729.0,1936.0,8/15/2020
Southeastern San Diego,2842.5,1982.2,8/15/2020
Spring Valley,1236.7,1461.4,8/15/2020
Supervisorial District 1,12155.1,1933.8,8/15/2020
Supervisorial District 2,6529.0,992.1,8/15/2020
Supervisorial District 3,3712.8,550.8,8/15/2020
Supervisorial District 4,7032.2,986.3,8/15/2020
Supervisorial District 5,4483.0,661.2,8/15/2020
Sweetwater,2166.4,1415.1,8/15/2020
Unincorporated,4641.5,900.1,8/15/2020
University,220.5,303.9,8/15/2020
Valley Center,166.6,718.1,8/15/2020
Vista,904.8,843.5,8/15/2020
