Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,73.3,453.7,8/6/2020
Anza-Borrego Springs,17.7,338.5,8/6/2020
Carlsbad,582.4,460.5,8/6/2020
Central Region,6759.0,1312.1,8/6/2020
Central San Diego,2230.0,1057.4,8/6/2020
Chula Vista,2161.7,1742.5,8/6/2020
City of Carlsbad,523.0,453.7,8/6/2020
City of Chula Vista,4082.6,1504.0,8/6/2020
City of Coronado,147.0,607.5,8/6/2020
City of Del Mar,18.2,410.2,8/6/2020
City of El Cajon,1382.8,1307.5,8/6/2020
City of Encinitas,260.7,411.4,8/6/2020
City of Escondido,1274.0,834.0,8/6/2020
City of Imperial Beach,410.0,1493.7,8/6/2020
City of La Mesa,493.8,812.3,8/6/2020
City of Lemon Grove,342.0,1257.0,8/6/2020
City of National City,1224.0,1967.2,8/6/2020
City of Oceanside,1089.8,612.3,8/6/2020
City of Poway,198.5,394.5,8/6/2020
City of San Diego,13699.2,964.4,8/6/2020
City of San Marcos,634.2,645.9,8/6/2020
City of Santee,305.1,522.5,8/6/2020
City of Solana Beach,46.0,329.7,8/6/2020
City of Vista,762.3,747.7,8/6/2020
Coastal,640.5,736.4,8/6/2020
Coronado,147.0,607.5,8/6/2020
Del Mar-Mira Mesa,733.4,428.9,8/6/2020
East Region,5022.0,1027.5,8/6/2020
El Cajon,1687.6,1275.3,8/6/2020
Elliott-Navajo,478.8,499.9,8/6/2020
Escondido,1407.1,802.7,8/6/2020
Fallbrook,339.2,684.2,8/6/2020
Harbison Crest,162.7,1074.0,8/6/2020
Harbison Crest-El Cajon,1850.4,1254.7,8/6/2020
Jamul,233.4,1231.5,8/6/2020
Kearny Mesa,1181.0,690.6,8/6/2020
La Mesa,508.9,808.7,8/6/2020
Laguna-Pine Valley,17.6,307.3,8/6/2020
Lakeside,446.5,741.9,8/6/2020
Lemon Grove,408.6,1318.6,8/6/2020
Mid-City,2020.1,1197.4,8/6/2020
Miramar,41.1,559.6,8/6/2020
Mountain Empire,70.6,858.5,8/6/2020
National City,1220.5,1977.4,8/6/2020
North Central Region,3660.0,547.1,8/6/2020
North Coastal Region,3014.0,537.6,8/6/2020
North County,6683.0,568.1,8/6/2020
North Inland Region,3669.0,595.8,8/6/2020
North San Diego,437.9,359.1,8/6/2020
Oceanside,1073.3,633.3,8/6/2020
Palomar-Julian,18.9,241.3,8/6/2020
Pauma,91.2,1080.3,8/6/2020
Pendleton,64.0,155.0,8/6/2020
Peninsula,400.4,564.6,8/6/2020
Poway,345.3,381.4,8/6/2020
Ramona,187.7,523.6,8/6/2020
San Diego County,31779.0,948.1,8/6/2020
San Dieguito,413.6,406.8,8/6/2020
San Marcos,699.2,676.5,8/6/2020
Santee,297.0,535.1,8/6/2020
South Bay,3317.0,2513.2,8/6/2020
South Region,8989.0,1788.7,8/6/2020
Southeastern San Diego,2619.0,1826.4,8/6/2020
Spring Valley,1155.7,1365.7,8/6/2020
Supervisorial District 1,11248.4,1789.6,8/6/2020
Supervisorial District 2,5972.9,907.6,8/6/2020
Supervisorial District 3,3379.1,501.3,8/6/2020
Supervisorial District 4,6492.5,910.6,8/6/2020
Supervisorial District 5,4020.1,592.9,8/6/2020
Sweetwater,2007.5,1311.2,8/6/2020
Unincorporated,4219.8,818.3,8/6/2020
University,206.1,284.1,8/6/2020
Valley Center,146.0,629.0,8/6/2020
Vista,823.7,767.9,8/6/2020
