Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,71.3,441.5,7/31/2020
Anza-Borrego Springs,16.5,315.8,7/31/2020
Carlsbad,545.2,431.0,7/31/2020
Central Region,6307.0,1224.3,7/31/2020
Central San Diego,2087.7,989.9,7/31/2020
Chula Vista,2009.7,1619.9,7/31/2020
City of Carlsbad,491.6,426.5,7/31/2020
City of Chula Vista,3798.6,1399.4,7/31/2020
City of Coronado,138.0,570.3,7/31/2020
City of Del Mar,18.2,410.2,7/31/2020
City of El Cajon,1285.3,1215.3,7/31/2020
City of Encinitas,246.7,389.3,7/31/2020
City of Escondido,1164.4,762.3,7/31/2020
City of Imperial Beach,381.0,1388.1,7/31/2020
City of La Mesa,473.5,779.0,7/31/2020
City of Lemon Grove,323.0,1187.2,7/31/2020
City of National City,1143.8,1838.2,7/31/2020
City of Oceanside,997.6,560.5,7/31/2020
City of Poway,182.6,362.8,7/31/2020
City of San Diego,12794.2,900.7,7/31/2020
City of San Marcos,580.4,591.1,7/31/2020
City of Santee,285.0,488.1,7/31/2020
City of Solana Beach,42.0,301.0,7/31/2020
City of Vista,687.2,673.9,7/31/2020
Coastal,610.3,701.6,7/31/2020
Coronado,138.0,570.3,7/31/2020
Del Mar-Mira Mesa,689.5,403.2,7/31/2020
East Region,4696.0,960.8,7/31/2020
El Cajon,1570.8,1187.0,7/31/2020
Elliott-Navajo,451.9,471.8,7/31/2020
Escondido,1285.8,733.6,7/31/2020
Fallbrook,305.0,615.1,7/31/2020
Harbison Crest,153.5,1013.4,7/31/2020
Harbison Crest-El Cajon,1724.3,1169.2,7/31/2020
Jamul,217.4,1147.2,7/31/2020
Kearny Mesa,1074.1,628.1,7/31/2020
La Mesa,487.9,775.3,7/31/2020
Laguna-Pine Valley,17.4,303.9,7/31/2020
Lakeside,415.1,689.9,7/31/2020
Lemon Grove,385.0,1242.4,7/31/2020
Mid-City,1867.8,1107.1,7/31/2020
Miramar,37.8,514.6,7/31/2020
Mountain Empire,65.3,793.3,7/31/2020
National City,1140.5,1847.8,7/31/2020
North Central Region,3415.0,510.5,7/31/2020
North Coastal Region,2776.0,495.2,7/31/2020
North County,6151.0,522.9,7/31/2020
North Inland Region,3375.0,548.1,7/31/2020
North San Diego,415.6,340.8,7/31/2020
Oceanside,980.4,578.5,7/31/2020
Palomar-Julian,17.2,219.2,7/31/2020
Pauma,85.8,1016.9,7/31/2020
Pendleton,60.0,145.3,7/31/2020
Peninsula,380.9,537.1,7/31/2020
Poway,319.0,352.2,7/31/2020
Ramona,168.9,471.1,7/31/2020
San Diego County,29577.0,882.4,7/31/2020
San Dieguito,390.2,383.8,7/31/2020
San Marcos,640.1,619.3,7/31/2020
Santee,277.0,499.2,7/31/2020
South Bay,3097.4,2346.8,7/31/2020
South Region,8379.0,1667.3,7/31/2020
Southeastern San Diego,2452.5,1710.3,7/31/2020
Spring Valley,1072.2,1267.0,7/31/2020
Supervisorial District 1,10499.0,1670.4,7/31/2020
Supervisorial District 2,5570.0,846.4,7/31/2020
Supervisorial District 3,3146.3,466.8,7/31/2020
Supervisorial District 4,6043.1,847.6,7/31/2020
Supervisorial District 5,3689.5,544.1,7/31/2020
Sweetwater,1869.3,1221.0,7/31/2020
Unincorporated,3915.1,759.3,7/31/2020
University,194.9,268.7,7/31/2020
Valley Center,139.9,603.1,7/31/2020
Vista,743.2,692.8,7/31/2020
