Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,35.7,222.1,7/6/2020
Anza-Borrego Springs,13.4,261.9,7/6/2020
Carlsbad,291.1,232.1,7/6/2020
Central Region,3874.0,748.2,7/6/2020
Central San Diego,1290.7,617.1,7/6/2020
Chula Vista,1277.6,1037.9,7/6/2020
City of Carlsbad,259.3,226.2,7/6/2020
City of Chula Vista,2361.1,882.6,7/6/2020
City of Coronado,65.0,299.8,7/6/2020
City of Del Mar,12.2,282.9,7/6/2020
City of El Cajon,773.1,732.4,7/6/2020
City of Encinitas,164.0,259.7,7/6/2020
City of Escondido,648.6,428.2,7/6/2020
City of Imperial Beach,239.0,848.6,7/6/2020
City of La Mesa,254.6,415.5,7/6/2020
City of Lemon Grove,181.0,674.5,7/6/2020
City of National City,765.0,1228.7,7/6/2020
City of Oceanside,546.0,307.8,7/6/2020
City of Poway,99.8,198.7,7/6/2020
City of San Diego,7732.3,544.6,7/6/2020
City of San Marcos,341.0,356.1,7/6/2020
City of Santee,157.3,275.9,7/6/2020
City of Solana Beach,31.6,226.8,7/6/2020
City of Vista,382.6,370.1,7/6/2020
Coastal,346.4,403.0,7/6/2020
Coronado,65.0,299.8,7/6/2020
Del Mar-Mira Mesa,413.8,242.2,7/6/2020
East Region,2695.0,555.1,7/6/2020
El Cajon,937.4,713.3,7/6/2020
Elliott-Navajo,255.9,270.5,7/6/2020
Escondido,721.5,416.4,7/6/2020
Fallbrook,164.7,339.0,7/6/2020
Harbison Crest,91.3,602.5,7/6/2020
Harbison Crest-El Cajon,1028.7,701.8,7/6/2020
Jamul,142.9,729.5,7/6/2020
Kearny Mesa,604.5,354.0,7/6/2020
La Mesa,263.3,415.7,7/6/2020
Laguna-Pine Valley,7.7,134.8,7/6/2020
Lakeside,234.9,394.2,7/6/2020
Lemon Grove,218.6,709.7,7/6/2020
Mid-City,1140.0,666.2,7/6/2020
Miramar,19.3,280.7,7/6/2020
Mountain Empire,44.3,538.7,7/6/2020
National City,762.6,1235.2,7/6/2020
North Central Region,1937.0,291.1,7/6/2020
North Coastal Region,1538.0,273.5,7/6/2020
North County,3432.0,293.4,7/6/2020
North Inland Region,1894.0,311.7,7/6/2020
North San Diego,251.9,208.3,7/6/2020
Oceanside,535.9,316.4,7/6/2020
Palomar-Julian,8.5,110.6,7/6/2020
Pauma,27.0,331.6,7/6/2020
Pendleton,6.0,13.8,7/6/2020
Peninsula,212.8,304.3,7/6/2020
Poway,175.7,194.7,7/6/2020
Ramona,100.1,284.6,7/6/2020
San Diego County,17578.0,526.7,7/6/2020
San Dieguito,259.1,255.0,7/6/2020
San Marcos,369.3,365.8,7/6/2020
Santee,153.8,283.2,7/6/2020
South Bay,1946.6,1446.7,7/6/2020
South Region,5274.0,1057.1,7/6/2020
Southeastern San Diego,1504.6,1033.6,7/6/2020
Spring Valley,598.9,712.7,7/6/2020
Supervisorial District 1,6587.2,1049.0,7/6/2020
Supervisorial District 2,3200.5,489.0,7/6/2020
Supervisorial District 3,1833.8,273.9,7/6/2020
Supervisorial District 4,3606.0,507.7,7/6/2020
Supervisorial District 5,1984.5,293.9,7/6/2020
Sweetwater,1136.1,758.1,7/6/2020
Unincorporated,2198.7,428.5,7/6/2020
University,111.1,153.3,7/6/2020
Valley Center,64.0,280.9,7/6/2020
Vista,408.2,377.7,7/6/2020
