Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,38.4,239.0,7/8/2020
Anza-Borrego Springs,13.4,261.9,7/8/2020
Carlsbad,311.6,248.5,7/8/2020
Central Region,4051.0,782.4,7/8/2020
Central San Diego,1358.4,649.4,7/8/2020
Chula Vista,1321.7,1073.8,7/8/2020
City of Carlsbad,277.4,242.0,7/8/2020
City of Chula Vista,2459.2,919.3,7/8/2020
City of Coronado,71.0,327.4,7/8/2020
City of Del Mar,13.2,304.7,7/8/2020
City of El Cajon,807.4,764.9,7/8/2020
City of Encinitas,169.6,268.5,7/8/2020
City of Escondido,685.3,452.4,7/8/2020
City of Imperial Beach,244.0,866.4,7/8/2020
City of La Mesa,266.5,435.0,7/8/2020
City of Lemon Grove,189.0,704.3,7/8/2020
City of National City,790.1,1269.1,7/8/2020
City of Oceanside,584.0,329.3,7/8/2020
City of Poway,109.8,218.6,7/8/2020
City of San Diego,8090.1,569.8,7/8/2020
City of San Marcos,355.4,371.1,7/8/2020
City of Santee,169.3,297.1,7/8/2020
City of Solana Beach,31.8,228.3,7/8/2020
City of Vista,405.1,391.8,7/8/2020
Coastal,368.6,428.9,7/8/2020
Coronado,71.0,327.4,7/8/2020
Del Mar-Mira Mesa,430.4,251.9,7/8/2020
East Region,2833.0,583.5,7/8/2020
El Cajon,978.5,744.5,7/8/2020
Elliott-Navajo,267.3,282.6,7/8/2020
Escondido,761.8,439.7,7/8/2020
Fallbrook,168.5,346.8,7/8/2020
Harbison Crest,94.7,625.4,7/8/2020
Harbison Crest-El Cajon,1073.2,732.2,7/8/2020
Jamul,147.6,753.5,7/8/2020
Kearny Mesa,643.9,377.1,7/8/2020
La Mesa,275.7,435.3,7/8/2020
Laguna-Pine Valley,7.8,137.3,7/8/2020
Lakeside,245.7,412.4,7/8/2020
Lemon Grove,228.0,740.3,7/8/2020
Mid-City,1192.4,696.9,7/8/2020
Miramar,19.7,286.5,7/8/2020
Mountain Empire,45.3,550.9,7/8/2020
National City,787.7,1276.0,7/8/2020
North Central Region,2045.0,307.3,7/8/2020
North Coastal Region,1631.0,290.1,7/8/2020
North County,3623.0,309.7,7/8/2020
North Inland Region,1992.0,327.8,7/8/2020
North San Diego,263.0,217.5,7/8/2020
Oceanside,572.2,337.8,7/8/2020
Palomar-Julian,9.5,123.7,7/8/2020
Pauma,30.4,373.4,7/8/2020
Pendleton,6.0,13.8,7/8/2020
Peninsula,228.0,325.9,7/8/2020
Poway,187.6,207.9,7/8/2020
Ramona,104.1,296.0,7/8/2020
San Diego County,18402.0,551.4,7/8/2020
San Dieguito,268.0,263.7,7/8/2020
San Marcos,385.8,382.1,7/8/2020
Santee,165.3,304.4,7/8/2020
South Bay,2016.9,1499.0,7/8/2020
South Region,5476.0,1097.6,7/8/2020
Southeastern San Diego,1564.7,1074.8,7/8/2020
Spring Valley,639.3,760.8,7/8/2020
Supervisorial District 1,6859.5,1092.4,7/8/2020
Supervisorial District 2,3362.8,513.7,7/8/2020
Supervisorial District 3,1921.1,286.9,7/8/2020
Supervisorial District 4,3783.8,532.7,7/8/2020
Supervisorial District 5,2100.9,311.2,7/8/2020
Sweetwater,1190.2,794.2,7/8/2020
Unincorporated,2309.8,450.1,7/8/2020
University,116.2,160.3,7/8/2020
Valley Center,70.0,307.5,7/8/2020
Vista,432.5,400.2,7/8/2020
