Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,13.84,86.04,6/15/2020
Anza-Borrego Springs,9.21,179.94,6/15/2020
Carlsbad,110.31,87.95,6/15/2020
Central Region,2138.00,412.91,6/15/2020
Central San Diego,729.33,348.67,6/15/2020
Chula Vista,814.53,661.70,6/15/2020
City of Carlsbad,95.03,82.91,6/15/2020
City of Chula Vista,1439.09,537.97,6/15/2020
City of Coronado,27.00,124.52,6/15/2020
City of Del Mar,6.90,159.58,6/15/2020
City of El Cajon,491.98,466.08,6/15/2020
City of Encinitas,77.32,122.43,6/15/2020
City of Escondido,330.94,218.47,6/15/2020
City of Imperial Beach,140.00,497.11,6/15/2020
City of La Mesa,145.35,237.27,6/15/2020
City of Lemon Grove,93.00,346.58,6/15/2020
City of National City,482.99,775.81,6/15/2020
City of Oceanside,248.31,140.00,6/15/2020
City of Poway,52.89,105.34,6/15/2020
City of San Diego,4386.74,308.96,6/15/2020
City of San Marcos,126.98,132.59,6/15/2020
City of Santee,77.79,136.49,6/15/2020
City of Solana Beach,14.48,103.86,6/15/2020
City of Vista,159.47,154.25,6/15/2020
Coastal,117.64,136.88,6/15/2020
Coronado,27.00,124.52,6/15/2020
Del Mar-Mira Mesa,200.94,117.60,6/15/2020
East Region,1550.00,319.25,6/15/2020
El Cajon,587.56,447.09,6/15/2020
Elliott-Navajo,133.98,141.65,6/15/2020
Escondido,362.07,208.96,6/15/2020
Fallbrook,51.87,106.78,6/15/2020
Harbison Crest,54.37,358.95,6/15/2020
Harbison Crest-El Cajon,641.93,437.98,6/15/2020
Jamul,74.30,379.22,6/15/2020
Kearny Mesa,315.88,184.98,6/15/2020
La Mesa,150.01,236.84,6/15/2020
Laguna-Pine Valley,,,6/15/2020
Lakeside,143.28,240.47,6/15/2020
Lemon Grove,115.93,376.46,6/15/2020
Mid-City,601.27,351.39,6/15/2020
Miramar,10.42,151.70,6/15/2020
Mountain Empire,26.60,323.67,6/15/2020
National City,481.87,780.55,6/15/2020
North Central Region,931.00,139.92,6/15/2020
North Coastal Region,665.00,118.27,6/15/2020
North County,1562.00,133.52,6/15/2020
North Inland Region,897.00,147.63,6/15/2020
North San Diego,146.01,120.74,6/15/2020
Oceanside,243.51,143.75,6/15/2020
Palomar-Julian,,,6/15/2020
Pauma,8.10,99.46,6/15/2020
Pendleton,,,6/15/2020
Peninsula,115.36,164.96,6/15/2020
Poway,87.36,96.81,6/15/2020
Ramona,53.66,152.55,6/15/2020
San Diego County,9730.00,291.54,6/15/2020
San Dieguito,119.83,117.91,6/15/2020
San Marcos,145.16,143.78,6/15/2020
Santee,77.82,143.33,6/15/2020
South Bay,1349.96,1003.32,6/15/2020
South Region,3385.00,678.48,6/15/2020
Southeastern San Diego,840.33,577.25,6/15/2020
Spring Valley,330.66,393.48,6/15/2020
Supervisorial District 1,4083.09,650.22,6/15/2020
Supervisorial District 2,1815.44,277.35,6/15/2020
Supervisorial District 3,925.78,138.28,6/15/2020
Supervisorial District 4,1930.94,271.85,6/15/2020
Supervisorial District 5,810.76,120.09,6/15/2020
Sweetwater,654.88,436.97,6/15/2020
Unincorporated,1169.75,227.97,6/15/2020
University,53.70,74.07,6/15/2020
Valley Center,30.49,133.91,6/15/2020
Vista,167.40,154.89,6/15/2020
