Geography,"Allocated
Case
Count
(Raw)","COVID-19
Total Rate
(Suppressed)",Date
Alpine,116.8,723.3,10/8/2020
Anza-Borrego Springs,18.8,358.8,10/8/2020
Carlsbad,890.5,704.1,10/8/2020
Central Region,10949.0,2125.4,10/8/2020
Central San Diego,3600.2,1707.1,10/8/2020
Chula Vista,3389.1,2731.8,10/8/2020
City of Carlsbad,765.1,663.8,10/8/2020
City of Chula Vista,6388.1,2353.4,10/8/2020
City of Coronado,192.0,793.4,10/8/2020
City of Del Mar,27.5,622.4,10/8/2020
City of El Cajon,1965.6,1858.5,10/8/2020
City of Encinitas,418.2,660.0,10/8/2020
City of Escondido,2170.3,1420.8,10/8/2020
City of Imperial Beach,635.0,2313.5,10/8/2020
City of La Mesa,709.7,1167.5,10/8/2020
City of Lemon Grove,501.0,1841.4,10/8/2020
City of National City,1706.2,2742.1,10/8/2020
City of Oceanside,2015.1,1132.2,10/8/2020
City of Poway,331.2,658.2,10/8/2020
City of San Diego,21547.4,1516.9,10/8/2020
City of San Marcos,1112.6,1133.1,10/8/2020
City of Santee,537.1,919.9,10/8/2020
City of Solana Beach,63.0,452.0,10/8/2020
City of Vista,1234.7,1211.0,10/8/2020
Coastal,1006.1,1156.7,10/8/2020
Coronado,192.0,793.4,10/8/2020
Del Mar-Mira Mesa,1104.0,645.7,10/8/2020
East Region,7409.0,1515.9,10/8/2020
El Cajon,2410.2,1821.3,10/8/2020
Elliott-Navajo,752.1,785.3,10/8/2020
Escondido,2406.8,1373.1,10/8/2020
Fallbrook,570.8,1151.4,10/8/2020
Harbison Crest,241.3,1592.5,10/8/2020
Harbison Crest-El Cajon,2651.5,1797.8,10/8/2020
Jamul,351.4,1853.9,10/8/2020
Kearny Mesa,1726.8,1009.8,10/8/2020
La Mesa,735.0,1168.0,10/8/2020
Laguna-Pine Valley,22.3,389.9,10/8/2020
Lakeside,708.6,1177.6,10/8/2020
Lemon Grove,595.8,1922.9,10/8/2020
Mid-City,3794.2,2248.9,10/8/2020
Miramar,58.0,790.9,10/8/2020
Mountain Empire,123.7,1503.2,10/8/2020
National City,1700.0,2754.2,10/8/2020
North Central Region,5564.0,831.7,10/8/2020
North Coastal Region,5013.0,894.2,10/8/2020
North County,11261.0,957.2,10/8/2020
North Inland Region,6248.0,1014.7,10/8/2020
North San Diego,683.4,560.4,10/8/2020
Oceanside,1963.2,1158.3,10/8/2020
Palomar-Julian,48.5,620.0,10/8/2020
Pauma,142.3,1685.8,10/8/2020
Pendleton,96.0,232.5,10/8/2020
Peninsula,621.6,876.6,10/8/2020
Poway,568.4,627.7,10/8/2020
Ramona,377.0,1051.7,10/8/2020
San Diego County,49823.0,1486.5,10/8/2020
San Dieguito,645.2,634.6,10/8/2020
San Marcos,1213.8,1174.5,10/8/2020
Santee,518.3,933.9,10/8/2020
South Bay,5051.1,3827.1,10/8/2020
South Region,13683.0,2722.8,10/8/2020
Southeastern San Diego,3734.4,2604.2,10/8/2020
Spring Valley,1659.7,1961.2,10/8/2020
Supervisorial District 1,16875.9,2684.9,10/8/2020
Supervisorial District 2,9325.6,1417.0,10/8/2020
Supervisorial District 3,5386.7,799.1,10/8/2020
Supervisorial District 4,10492.8,1471.6,10/8/2020
Supervisorial District 5,6785.0,1000.7,10/8/2020
Sweetwater,3122.2,2039.3,10/8/2020
Unincorporated,6546.0,1269.5,10/8/2020
University,324.3,447.0,10/8/2020
Valley Center,246.3,1061.4,10/8/2020
Vista,1336.0,1245.5,10/8/2020
